skill,group_skills,title,role,short_role,,,,,,,,,
Security Risk Management,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Securites Company Law,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Security PO Management,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Security Bond Business Management,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Security Bond,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Security Orders Management,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Securities External Connection,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Security Matching Management,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Securities Accounting,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Securities CRM,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Security Porfolio Management,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Securities Internal Applications,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Security Branch Management,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Securities Reporting/BI,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Security Trade Regulations and Rules.,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Financial Statements and Company Analysis,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Security Call Center,Securities,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Network and Information Security (Cybersecurity),Security Mechanism and Implementation,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
IP Application Accelerator (IPA),Security Mechanism and Implementation,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
"DNS, Hosting, and API Gateway",Security Mechanism and Implementation,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Security for Embedded System,Security Mechanism and Implementation,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
The Open Web Application Security Project (OWASP),Security Mechanism and Implementation,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Authentication and Authorization Methodology,Security Mechanism and Implementation,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Google Keyword and SEO Technique,SEO Techniques,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
CentOS Operation System,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Windows Server? Operating System,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
IBM OS400 OS,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Unix? Operating System,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Robotics OS (ROS),Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Windows Azure,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
IBM OS/390 Mainframe,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Fedora OS,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Linux Operation System,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Real-time OS,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
AIX OS,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
IBM VSE - Mainframe Operating System,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Solaris OS,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
RedHat OS,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Ubutu OS,Server Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Single Sign-ON (SSO)  Administration,Single sign-on (SSO) Installation and Configuration,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Windows Mobile OS,Smart Devices Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Samsung Tizen OS,Smart Devices Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Windows CE,Smart Devices Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Sailfish OS,Smart Devices Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Apple Platform Basic Knowledge and Concepts,Smart Devices Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Harmony OS,Smart Devices Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Windows ME,Smart Devices Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
No-Code Android Mobile Apps Development,Smart Devices Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Chromium OS,Smart Devices Operation System,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Nexmo SMS,SMS Platform,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Twilio SMS,SMS Platform,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
High Level Design / Basic Design,Software Architecture Design,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Structured Diagrams Design,Software Architecture Design,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Software Architecture Design,Software Architecture Design,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
UML Diagrams Design,Software Architecture Design,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Functional Design / External Design,Software Architecture Design,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Low Level Design / Detailed Design,Software Architecture Design,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
FlexNet Package and Installer,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
InstallAnywhere Package and Installer,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
InstallJammer Package and Installer,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Launch4j Package and Installer,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
InstallShield Package and Installer,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
SilverStream Software,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Key and Licensing Infrastructure,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Code Protection and Obfuscation,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Visual Studio Package and Installer,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
PreEmptive Protection - Dotfuscator,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
DeployGate Package and Deployment,Software Packages and Deployment,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
System Requirement Specification (SRS/SRD),Software Requirements and Specification,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Software Requirements Specification,Software Requirements and Specification,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Business Requirements,Software Requirements and Specification,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Customer Requirement Specification,Software Requirements and Specification,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
RSpec Gem Test Driven Development,Software Testing Tool and Package,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Selenium Web Automation Tool,Software Testing Tool and Package,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
QTP Automation Testing Tool,Software Testing Tool and Package,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Jmeter Tool (SoapUI and Performance Testing),Software Testing Tool and Package,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Postman Tool (Web Testing and API Testing),Software Testing Tool and Package,Rare Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
SQL Injection Approaches,SQL Injection Approaches,Advanced Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
SQL Server T-SQL Programming Language,SQL Programming Language,Database Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Oracle PL/SQL Programming Language,SQL Programming Language,Database Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Sybase Watcom-SQL Programming Language,SQL Programming Language,Database Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
IBM SQL PL Programming,SQL Programming Language,Database Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Sybase Watcom-SQL Programming,SQL Programming Language,Database Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
IBM SQL PL Programming Language,SQL Programming Language,Database Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
MySQL MSQL Programming Language,SQL Programming Language,Database Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
SQL Programming Language,SQL Programming Language,Database Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Warehousing Operation,Supply Chain,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Inventory Operations,Supply Chain,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Demand Planning Operation,Supply Chain,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
General Supply Chain Operations,Supply Chain,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Purchasing Operation,Supply Chain,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Manufacturing Operation in Supply Chain,Supply Chain,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Transportation Operation,Supply Chain,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Customer Service Operation,Supply Chain,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Network Architecture Design,System and Network Architecture Design,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
System Architecture Design,System and Network Architecture Design,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Database Security Design,Table Schema and Database Component Design,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Database Schema Design,Table Schema and Database Component Design,Design Principles and Patterns Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Deep Learning Models,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Artificial Intelligence,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
LSI / Hardware Design,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Aerospace System,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Robotic Technology,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Cryptography Technology,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
IoT and EIoT Technologies,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
"iOS Gear, Television, Ware",Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Automotive Technology,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Digital Factory,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Digital Transformation,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
"Android Gear, Television, Ware",Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Intramart Business Process Platform,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Cyber-Security,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Data Science / Open Data Science,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Mobility Solutions,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Computer Vision,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Machine Learning Technology and Methodology,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
General Embedded Technologies,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Big Data Technology,Technology,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Billing & Customer Care-Switch Network Keep Number,Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Billing & Customer Care-Fixed Line Management,Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Billing & Customer Care-Invoice,Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Billing & Customer Care-Mobile Management,Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Billing & Customer Care-Warehouse?Management,Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Billing & Customer Care-Sale Management,Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Billing & Customer Care-After Sale Fixed Line,Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Billing & Customer Care-Contract,Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Billing & Customer Care-After Sale?Mobile,Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
General Telecommunications Operations,Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Billing & Customer Care-Customer Service (All in One),Telecommunications,Business Domain Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Network Infrastructures,The Foundation of Cloud Architecture and Services,Cloud Computing Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Backup and Recovery Technologies,The Foundation of Cloud Architecture and Services,Cloud Computing Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Physical and Virtual Storage,The Foundation of Cloud Architecture and Services,Cloud Computing Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Data Center Computing,The Foundation of Cloud Architecture and Services,Cloud Computing Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Cloud Infrastructure and Platform Services,The Foundation of Cloud Architecture and Services,Cloud Computing Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Hybrid Infrastructure Services,The Foundation of Cloud Architecture and Services,Cloud Computing Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Cloud Disaster Recovery and Resilience,The Foundation of Cloud Architecture and Services,Cloud Computing Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Software-defined Networking,The Foundation of Cloud Architecture and Services,Cloud Computing Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Cloud Computing Architect,The Foundation of Cloud Architecture and Services,Cloud Computing Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
Virtualization Machinary and Environment,The Foundation of Cloud Architecture and Services,Cloud Computing Skills,Non-Engineering and Soft Skills,COMMON,,,,,,,,,
