skill,group_skills,title,role
DoIP Technique,Connectivity,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Wi-Fi Technology,Connectivity,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Carlife Platform,Connectivity,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Lingua Franca,Connectivity,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
D-Bus Technology,Connectivity,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
CAN/LIN/FlexRay/DoIP/IPCM/AVB/NFC/Felica/MOST,Connectivity,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Android Auto Development,Connectivity,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
WampServer Application,Connectivity,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
DoIP/SOME-IP/MQTT/DDS,Connectivity,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
AOA System,Connectivity,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
WinAMS Tool,Development Tools and Environment,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Eclipse Plug-in,Development Tools and Environment,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
HW Design,Development Tools and Environment,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
"DFMEA, Test methodology, Safety Case, Safety Manual",Development Tools and Environment,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
IDE/ Compiler,Development Tools and Environment,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
"CST (Core Self Test), Safety SDK",Development Tools and Environment,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Perl Web Scripting Programming,Development Tools and Environment,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
3D Map Localization,eCockpit / Safety & Comfort,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Image Processing,eCockpit / Safety & Comfort,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
AVM (Surround View),eCockpit / Safety & Comfort,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Sensor Data Processing,eCockpit / Safety & Comfort,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Image/Signal/Hardware Processing and Analysis,eCockpit / Safety & Comfort,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Electromagnetic Waves Process and Analysis,eCockpit / Safety & Comfort,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Embedded and Hardware Design,eCockpit / Safety & Comfort,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Ademame Platform,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Altia System,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Kingdom,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
OpenGLS Cross-platform,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Pipewire Platform,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Kanzi UI Design Software,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
OpenMAX Software Layers,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
OpenWFD Cross-Platform API,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
GSTREAMER System,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
FFMPEG System,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
CGI Scripts and Platform,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Qt Cross-platform,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
EBGuide System,Frameworks and Runtime Engine,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
"GPS, GNSS, and GLONASS",Location base service,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
VICS/GoogleMap/NDS/eHorizon/ADASIS/VMS,Location base service,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
GoogleMap/OpenStreetMap,Location base service,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
COQOS/Xen/Docker/LXC,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
OSEK Embedded Operation System,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Mbed OS,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
PowerPC Microprocessor Architecture,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
AURIX Technology,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
SAFERTOS Operating System,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
ATA6570,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
AGL System,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
TC39X Technology,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
FreeRTOS,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
S32x Technology,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
VxWork Platform,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
ARM (CORTEX A/M/R),Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Android Automotive,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
V850 Embedded Microcontrollers,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
QNX/Linux,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
RH850 Technology,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
i.MX System,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
RTOS Operating System,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
RCAR System,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
TC26X Technology,Platforms,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Python Programming Language,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
JavaScript Platform,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
TargetLink: Model-In-Loop,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
MatLab/Simulink: Processor-In-Loop,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
TargetLink: Processor-In-Loop testing,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
UML Diagrams Design,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
MatLab/Simulink: HILS Testing,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
QML Programming Language,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Android Platform Basic Knowledge and Concepts,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
C++ Automotive Programming,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
MatLab/Simulink: Model-In-Loop,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Embedded C Platform,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
MatLab/Simulink: Software-In-Loop,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
TargetLink: Software-In-Loop,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Targetlink: Convert Simulink -> Targetlink,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
MatLab/Simulink: Reverse Engineering,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Targetlink: HILS Testing,Programming Languages,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
Car Parking Assistant,Smart app / Utilities,Automotive Engineer,"Artificial Intelligence Scientist, Artificial Intelligence Engineer, Automotive"
